Madonna,madonna: truth or dare
Dorian Corey,paris is burning
Jack Nicholson,one flew over the cuckoo's nest
Mark Hamill,the empire strikes back
Cary Elwes,the princess bride
Harrison Ford,raiders of the lost ark
Jonathan Pryce,brazil
Sigourney Weaver,aliens
Eli Wallach,"the good, the bad and the ugly"
Richard E. Grant,withnail & i
Peter O'Toole,lawrence of arabia
Malcolm McDowell,a clockwork orange
Gregory Peck,to kill a mockingbird
Martin Sheen,apocalypse now
Henry Fonda,once upon a time in the west
Mark Hamill,return of the jedi
Bruno Ganz,wings of desire
Joseph Cotten,the third man
Robert De Niro,goodfellas
Tom Skerritt,alien
Bruce Campbell,army of darkness
Jean-Marc Barr,the big blue
Akira Terao,ran
Chow Yun-fat,the killer
Dan Aykroyd,the blues brothers
Al Pacino,the godfather: part ii
Matthew Modine,full metal jacket
F. Murray Abraham,amadeus
John Wayne,the quiet man
Robert De Niro,once upon a time in america
Robert De Niro,raging bull
Woody Allen,annie hall
Fred Ward,the right stuff
Jürgen Prochnow,das boot
Paul Newman,the sting
Ruth Gordon,harold and maude
Max von Sydow,the seventh seal
Burt Lancaster,local hero
Arnold Schwarzenegger,the terminator
Tim Balme,braindead
Matthew Broderick,glory
Gary Oldman,rosencrantz & guildenstern are dead
Woody Allen,manhattan
John Turturro,miller's crossing
Robin Williams,dead poets society
Dustin Hoffman,the graduate
Charlton Heston,touch of evil
Anne Parillaud,la femme nikita
William Holden,the bridge on the river kwai
Marcello Mastroianni,8½
Jack Nicholson,chinatown
Humphrey Bogart,the treasure of the sierra madre
Terry Potter,bad taste
Groucho Marx,duck soup
John Cusack,better off dead...
Jack Nicholson,the shining
Wil Wheaton,stand by me
Bruce Campbell,evil dead ii
Steve McQueen,the great escape
Robert De Niro,the deer hunter
Frédéric Andréi,diva
Bill Murray,groundhog day
Christian Slater,pump up the volume
Cary Grant,arsenic and old lace
Michael J. Fox,back to the future
Kathy Bates,fried green tomatoes
George C. Scott,patton
Tom Waits,down by law
Mitsuo Iwata,akira
Christopher Lambert,highlander
Paul Newman,cool hand luke
Gene Wilder,young frankenstein
Winona Ryder,night on earth
Gong Li,raise the red lantern
Charlie Chaplin,the great dictator
Deems Taylor,fantasia
Winona Ryder,heathers
Christopher Reeve,somewhere in time
Christopher Guest,this is spinal tap
Eric Stoltz,some kind of wonderful
Harrison Ford,indiana jones and the last crusade
Peter Sellers,being there
Ben Kingsley,gandhi
Daniel Day-Lewis,the unbearable lightness of being
Maggie Smith,a room with a view
Val Kilmer,real genius
Christine Hargreaves,pink floyd: the wall
Sam Waterston,the killing fields
Anton Glanzelius,my life as a dog
Walter Pidgeon,forbidden planet
Kevin Costner,field of dreams
Sean Connery,the man who would be king
Paul Newman,butch cassidy and the sundance kid
Harry Dean Stanton,"paris, texas"
William Hurt,until the end of the world
Meg Ryan,when harry met sally...
Valerie M. Agnew,hype!
Hulk Hogan,santa with muscles
Tilda Swinton,female perversions
Richard Dreyfuss,mad dog time
Gisèle Freund,paris was a woman
Walter Matthau,i'm not rappaport
Sean Pertwee,blue juice
Sigourney Weaver,alien³
David Naughton,an american werewolf in london
Stephen Macht,amityville: it's about time
Tony Roberts,amityville 3-d
Robin Thomas,amityville: dollhouse
Ross Partridge,amityville: a new generation
James Olson,amityville ii: the possession
Kim Coates,the amityville curse
Udo Kier,blood for dracula
Anthony Hopkins,audrey rose
Martin Sheen,the believers
Tippi Hedren,the birds
David Huffman,blood beach
Jeff Fahey,body parts
Boris Karloff,the body snatcher
Boris Karloff,bride of frankenstein
Karen Black,burnt offerings
Virginia Madsen,candyman
Gregory Peck,cape fear
Max Schreck,nosferatu
Klaus Kinski,vampire in venice
Jack Nicholson,blood and wine
Matt Dillon,albino alligator
Barbra Streisand,the mirror has two faces
Emily Watson,breaking the waves
Patrick Stewart,star trek: first contact
Geoffrey Rush,shine
Billy Bob Thornton,sling blade
Arnold Schwarzenegger,jingle all the way
Tomás Milián,identification of a woman
Joe Berlinger,paradise lost: the child murders at robin hood hills
Denzel Washington,the preacher's wife
Stellan Skarsgård,zero kelvin
Charles Berling,ridicule
Daniel Day-Lewis,the crucible
Glenn Close,101 dalmatians
Raf Vallone,the forbidden christ
Béatrice Dalle,i can't sleep
Bruce Willis,die hard 2
William Shatner,star trek: the motion picture
William Shatner,star trek vi: the undiscovered country
William Shatner,star trek v: the final frontier
William Shatner,star trek ii: the wrath of khan
William Shatner,star trek iii: the search for spock
William Shatner,star trek iv: the voyage home
Michael Keaton,batman returns
Emilio Estevez,young guns
Emilio Estevez,young guns ii
John Travolta,grease
Maxwell Caulfield,grease 2
Steven Seagal,marked for death
Christopher Lambert,adrenalin: fear the rush
Tony Goldwyn,the substance of fire
Steven Seagal,under siege
Sterling Hayden,terror in a texas town
Roy Scheider,jaws
Roy Scheider,jaws 2
Dennis Quaid,jaws 3-d
Jack Lemmon,my fellow americans
Jack Nicholson,mars attacks!
Laura Dern,citizen ruth
Tom Cruise,jerry maguire
Nicolas Cage,raising arizona
Richard Dreyfuss,tin men
Robert Redford,sneakers
Jennifer Jason Leigh,bastard out of carolina
Sandra Bullock,in love and war
Diane Keaton,marvin's room
Gabriel Byrne,somebody is waiting
Alec Baldwin,ghosts of mississippi
Andy García,night falls on manhattan
Mike Judge,beavis and butt-head do america
Sandrine Bonnaire,la cérémonie
David Arquette,scream
Shirley MacLaine,the evening star
Helen Mirren,some mother's son
Vincent D'Onofrio,the whole wide world
Madonna,evita
Nicole Kidman,the portrait of a lady
Jenny Agutter,walkabout
Jimi Hendrix,message to love: the isle of wight festival
Wesley Snipes,murder at 1600
John Cleese,fierce creatures
Steve Guttenberg,zeus & roxanne
Ray Liotta,turbulence
Jackie Chan,first strike
Chris Farley,beverly hills ninja
Elliott Gould,falling in love again
Andrew Robertson,the cement garden
Pierce Brosnan,dante's peak
Rodney Dangerfield,meet wally sparks
Samuel L. Jackson,amos & andrew
Johnny Depp,benny & joon
Jared Leto,prefontaine
Carlos Cruz,guantanamera
Tom Arnold,mchale's navy
Andrei Chalimon,kolya
Tupac Amaru Shakur,gridlock'd
Christopher Guest,waiting for guffman
Oleg Menshikov,prisoner of the mountains
Timothy Dalton,the beautician and the beast
Aden Young,hotel de love
John Leguizamo,the pest
Matthew Perry,fools rush in
LL Cool J,touch
Clint Eastwood,absolute power
Christina Ricci,that darn cat
Chevy Chase,vegas vacation
Dennis Farina,that old feeling
Bill Pullman,lost highway
Ving Rhames,rosewood
Johnny Depp,donnie brasco
Gad Elmaleh,salut cousin !
Jamie Foxx,booty call
Dr. Dre,rhyme & reason
Michael Saucedo,boys life 2
Harvey Keitel,city of industry
Dean Cain,best men
Tim Allen,jungle 2 jungle
Indira Varma,kama sutra - a tale of love
Larenz Tate,love jones
Julia Ormond,smilla's sense of snow
Stanley Tucci,the daytrippers
Jim Carrey,liar liar
Celine O'Leary,the quiet room
Jennifer Lopez,selena
Harrison Ford,the devil's own
Scott Bakula,cats don't dance
Halle Berry,b.a.p.s.
Matt Day,love and other catastrophes
Johnny Yong Bosch,turbo: a power rangers movie
Jean-Claude Van Damme,double team
Joaquin Phoenix,inventing the abbotts
Jennifer Lopez,anaconda
John Cusack,grosse pointe blank
Eric Stoltz,keys to tulsa
Molly Parker,kissed
Joe Pesci,8 heads in a duffel bag
Martin Donovan,hollow reed
Glenn Close,paradise road
Bill Paxton,traveller
Alison Folland,all over me
Nick Chinlund,a brother's kiss
Pierre Richard,a chef in love
Mira Sorvino,romy and michele's high school reunion
Leslie Cheung,temptress moon
Judy Davis,children of the revolution
Mike Myers,austin powers: international man of mystery
Kurt Russell,breakdown
Aidan Quinn,commandments
Monica Keena,ripe
Vincent Gallo,"truth or consequences, n.m."
Gillian Anderson,the turning
Angus Macfadyen,warriors of virtue
Robin Williams,fathers' day
Bruce Willis,the fifth element
James Duval,nowhere
Helen Mirren,losing chase
Tisha Campbell-Martin,sprung
Jean-Claude Drouot,le bonheur
Jason Alexander,love! valour! compassion!
Gulshan Grover,the second jungle book: mowgli & baloo
Rhys Ifans,twin town
Meg Ryan,addicted to love
Pete Postlethwaite,brassed off
Jeff Goldblum,the lost world: jurassic park
Delphine Schiltz,ponette
Scott Allen,schizopolis
Blake Heron,shiloh
Emilio Estevez,the war at home
Bridget Fonda,rough magic
Jeff Daniels,trial and error
Nicolas Cage,con air
Vivian Wu,the pillow book
Sandrine Kiberlain,to have (or not)
Sandra Bullock,speed 2: cruise control
Tyrone Burton,squeeze
Adrienne Shelly,sudden manhattan
Illeana Douglas,wedding bell blues
George Clooney,batman & robin
Jean Reno,roseanna's grave
Harvey Keitel,head above water
Thomas Jane,the last time i committed suicide
Joanna Merlin,murder and murder
Julia Roberts,my best friend's wedding
Tomorowo Taguchi,tetsuo ii: body hammer
Garance Clavel,when the cat's away
Brigitte Bardot,contempt
John Travolta,face/off
Francie Swift,fall
Shaghayeh Djodat,gabbeh
Ovidiu Balan,mondo
Rupert Graves,the innocent sleep
Madeleine Assas,for ever mozart
Tommy Lee Jones,men in black
Jack Lemmon,out to sea
Jonathan Taylor Thomas,wild america
Martin Short,a simple wish
Jodie Foster,contact
Miranda Otto,love serenade
Demi Moore,g.i. jane
Brendan Fraser,george of the jungle
Sylvester Stallone,cop land
Laurence Fishburne,event horizon
Michael Jai White,spawn
Kevin Zegers,air bud
Jennifer Aniston,picture perfect
Aaron Eckhart,in the company of men
Jason James Richter,free willy 3: the rescue
Katrin Cartlidge,career girls
Mel Gibson,conspiracy theory
Michael Keaton,desperate measures
Sean Penn,she's so lovely
Laurence Fishburne,hoodlum
Christopher McDonald,leave it to beaver
Mira Sorvino,mimic
Chris Tucker,money talks
Alicia Silverstone,excess baggage
Kevin Sorbo,kull the conqueror
Harrison Ford,air force one
Samuel L. Jackson,one eight seven
Alec Baldwin,the hunt for red october
River Phoenix,my own private idaho
Nick Scotti,"kiss me, guido"
Douglas Spain,star maps
Kevin Kline,in & out
Alec Baldwin,the edge
George Clooney,the peacemaker
Kevin Spacey,l.a. confidential
Brad Pitt,seven years in tibet
Morgan Freeman,kiss the girls
Vivica A. Fox,soul food
Kevin Corrigan,kicked in the head
Andrew Divoff,wishmaster
Michelle Pfeiffer,a thousand acres
Michael Douglas,the game
Sean Penn,u turn
Kate Capshaw,the locusts
Greg Kinnear,a smile like yours
Peter Fonda,ulee's gold
Kevin Kline,the ice storm
Mario Van Peebles,stag
Ben Affleck,chasing amy
Bill Bellamy,def jam's how to be a player
Robert Carlyle,the full monty
Jason Flemyng,alive and kicking
Judi Dench,mrs brown
Jennifer Love Hewitt,i know what you did last summer
Keanu Reeves,the devil's advocate
Harland Williams,rocketman
David Duchovny,playing god
Parker Posey,the house of yes
Dave Hoover,"fast, cheap & out of control"
Jennifer Jason Leigh,washington square
Kevin Bacon,telling lies in america
Neil Young,year of the horse
Ethan Hawke,gattaca
Mel Gibson,fairytale: a true story
Ben Affleck,phantoms
Rachel Weisz,swept from the sea
Ewan McGregor,a life less ordinary
Brendan Sexton III,hurricane streets
Jurnee Smollett,eve's bayou
Dennis Quaid,switchback
Jim Belushi,gang related
Bill Murray,stripes
Grégoire Colin,nenette and boni
Rowan Atkinson,bean
Alyssa Milano,hugo pool
John Travolta,mad city
Wesley Snipes,one night stand
Sally Potter,the tango lesson
Stephen Dillane,welcome to sarajevo
Tim Roth,deceiver
Mark Wahlberg,boogie nights
Harrison Ford,witness
Jason Patric,incognito
Casper Van Dien,starship troopers
James Spader,critical care
Ming-Na Wen,the joy luck club
Scott 'Carrot Top' Thompson,chairman of the board
Gwyneth Paltrow,sliding doors
Robin Shou,mortal kombat: annihilation
Jim Carrey,the truman show
Helena Bonham Carter,the wings of the dove
Vanessa Redgrave,mrs. dalloway
Claire Danes,"i love you, i love you not"
Richard Gere,red corner
Bruce Willis,the jackal
Bill Murray,the man who knew too little
Sigourney Weaver,alien: resurrection
Gail Harris,alien escape
Morgan Freeman,amistad
Robert Duvall,the apostle
Valentina Cervi,artemisia
Clive Owen,bent
Darling Narita,bang
Eamonn Owens,the butcher boy
Woody Allen,deconstructing harry
Robin Williams,flubber
Tim Allen,for richer or poorer
Robin Williams,good will hunting
Alex D. Linz,home alone 3
William R. Moses,man of her dreams
John Cusack,midnight in the garden of good and evil
Nathan Lane,mousehunt
Carol Kane,office killer
David Arquette,scream 2
Michele Greene,stranger in the house
Ian Holm,the sweet hereafter
Rocky Patterson,time tracers
Pierce Brosnan,tomorrow never dies
Joseph Ashton,the education of little tree
Kevin Costner,the postman
Robert Redford,the horse whisperer
Emma Thompson,the winter guest
Pam Grier,jackie brown
Tenzin Thuthob Tsarong,kundun
Leslie Nielsen,mr. magoo
Jeff Bridges,the big lebowski
Nick Nolte,afterglow
Michèle Laroque,my life in pink
Victor Wong,3 ninjas: high noon at mega mountain
Michael Paré,men of means
Bokeem Woodbine,caught up
Dustin Hoffman,wag the dog
Jon Bon Jovi,the leading man
Joseph Mazzello,star kid
Morgan Freeman,hard rain
Dave Chappelle,half baked
Dan Futterman,shooting fish
Christopher Walken,the prophecy ii
Leon Lai,fallen angels
Alan Arkin,four days in september
Victoria Beckham,spice world
Treat Williams,deep rising
Bret Michaels,a letter from death row
Jude Law,music from another room
Chow Yun-fat,the replacement killers
Asia Argento,b. monkey
Miguel Ferrer,the night flier
Dan Aykroyd,blues brothers 2000
Shinya Tsukamoto,tokyo fist
Adam Sandler,the wedding singer
Dustin Hoffman,sphere
Stephen Rea,a further gesture
Jon Bon Jovi,little city
Woody Harrelson,palmetto
Jack Nicholson,as good as it gets
Christopher Walken,king of new york
Tommy Lee Jones,u.s. marshals
Johnathon Schaech,welcome to woop woop
John Hurt,love and death on long island
Ernesto Gómez Cruz,midaq alley
Patrick Shane Dorian,in god's hands
Christopher Walken,suicide kings
Matthew McConaughey,the newton boys
Matt Dillon,wild things
Gena Rowlands,paulie
Vince Vaughn,"a cool, dry place"
John Travolta,primary colors
Robin Tunney,"niagara, niagara"
Denis Leary,wide awake
Renée Zellweger,a price above rubies
Robert Downey Jr.,two girls and a guy
Lauren Holly,no looking back
Jennifer Aniston,the object of my affection
Paul Walker,meet the deedles
Billy Bob Thornton,homegrown
LisaRaye McCoy,the players club
Michael Moore,the big one
Jeremy Irons,chinese box
Gary Oldman,lost in space
Russell Crowe,heaven's burning
Bruce Willis,mercury rising
Steve Martin,the spanish prisoner
Nicolas Cage,city of angels
Chloë Sevigny,the last days of disco
Jack Lemmon,the odd couple ii
Billy Crystal,my giant
Denzel Washington,he got game
Kenneth Branagh,the gingerbread man
BD Wong,slappy and the stinkers
Liberto Rabal,live flesh
Bill Pullman,zero effect
Ray Winstone,nil by mouth
Tom Gilroy,ratchet
Marla Schaffel,"i love you, don't touch me!"
Sean Tataryn,leather jacket love story
Denis Leary,love walked in
Jackie Chan,"an alan smithee film: burn, hollywood, burn"
David Schwimmer,kissing a fool
Richard Dreyfuss,krippendorf's tribe
